t_ms,frames,rms_in,gain
8521.274,512,0.054437,1.0000
8531.931,512,0.032549,1.0000
8542.595,512,0.028462,1.0000
8553.263,512,0.026521,1.0000
8563.923,512,0.026561,1.0000
8574.596,512,0.064631,1.0000
8585.291,512,0.042915,1.0000
8595.918,512,0.031644,1.0000
8606.595,512,0.031787,1.0000
8617.256,512,0.026963,1.0000
8627.933,512,0.028200,1.0000
8638.583,512,0.023883,1.0000
8649.250,512,0.019533,1.0000
8659.919,512,0.111662,1.0000
8670.589,512,0.122000,1.0000
8681.254,512,0.109170,1.0000
8691.932,512,0.090287,1.0000
8702.594,512,0.093525,1.0000
8713.294,512,0.081711,1.0000
8723.967,512,0.073740,1.0000
8734.651,512,0.096559,1.0000
8745.311,512,0.093586,1.0000
8755.934,512,0.058999,1.0000
8766.583,512,0.019957,1.0000
8777.280,512,0.010204,1.0000
8787.979,512,0.014913,1.0000
8798.587,512,0.064297,1.0000
8809.302,512,0.060490,1.0000
8819.928,512,0.033377,1.0000
8830.596,512,0.011654,1.0000
8841.248,512,0.036166,1.0000
8851.912,512,0.047547,1.0000
8862.582,512,0.041801,1.0000
8873.328,512,0.033076,1.0000
8883.915,512,0.038818,1.0000
8894.580,512,0.036773,1.0000
