t_ms,frames,rms_in,gain
5110.288,512,0.044183,1.0000
5120.856,512,0.046325,1.0000
5131.535,512,0.050849,1.0000
5142.178,512,0.041927,1.0000
5152.822,512,0.051760,1.0000
5163.506,512,0.037535,1.0000
5174.236,512,0.055240,1.0000
5184.849,512,0.042074,1.0000
5195.537,512,0.050192,1.0000
5206.233,512,0.041500,1.0000
5216.838,512,0.053862,1.0000
5227.558,512,0.038757,1.0000
5238.223,512,0.050559,1.0000
5248.866,512,0.042960,1.0000
5259.590,512,0.055221,1.0000
5270.285,512,0.040340,1.0000
5280.929,512,0.051949,1.0000
5291.564,512,0.034024,1.0000
5302.232,512,0.053228,1.0000
5312.845,512,0.038750,1.0000
5323.556,512,0.049256,1.0000
5334.197,512,0.041104,1.0000
5344.879,512,0.049005,1.0000
5355.547,512,0.040304,1.0000
5366.202,512,0.041306,1.0000
5376.858,512,0.041098,1.0000
5387.516,512,0.036870,1.0000
5398.207,512,0.043166,1.0000
5408.859,512,0.036219,1.0000
5419.551,512,0.043625,1.0000
5430.233,512,0.038502,1.0000
5440.920,512,0.044957,1.0000
5451.589,512,0.036822,1.0000
5462.225,512,0.042521,1.0000
5472.934,512,0.033527,1.0000
5483.548,512,0.044303,1.0000
5494.233,512,0.034413,1.0000
5504.836,512,0.043985,1.0000
5515.516,512,0.033022,1.0000
5526.213,512,0.046601,1.0000
5536.880,512,0.033391,1.0000
5547.569,512,0.043271,1.0000
5558.240,512,0.030961,1.0000
5568.917,512,0.042830,1.0000
5579.568,512,0.032659,1.0000
5590.249,512,0.045091,1.0000
5600.890,512,0.038098,1.0000
5611.589,512,0.045089,1.0000
5622.229,512,0.042138,1.0000
5632.906,512,0.038058,1.0000
5643.534,512,0.038989,1.0000
5654.228,512,0.035028,1.0000
5664.880,512,0.041934,1.0000
5675.569,512,0.033703,1.0000
5686.215,512,0.039796,1.0000
5696.873,512,0.035465,1.0000
5707.568,512,0.041224,1.0000
5718.238,512,0.031412,1.0000
5728.903,512,0.037839,1.0000
5739.566,512,0.031847,1.0000
5750.210,512,0.037722,1.0000
5760.869,512,0.028174,1.0000
5771.531,512,0.037692,1.0000
5782.244,512,0.027794,1.0000
5792.899,512,0.037884,1.0000
5803.595,512,0.027326,1.0000
5814.244,512,0.036815,1.0000
5824.857,512,0.025773,1.0000
5835.466,512,0.037322,1.0000
5846.176,512,0.029798,1.0000
5856.863,512,0.033705,1.0000
5867.547,512,0.032988,1.0000
5878.225,512,0.034101,1.0000
5888.873,512,0.035623,1.0000
5899.583,512,0.030181,1.0000
5910.202,512,0.033297,1.0000
5920.881,512,0.033755,1.0000
5931.553,512,0.034268,1.0000
5942.211,512,0.037874,1.0000
5952.890,512,0.036424,1.0000
5963.530,512,0.034480,1.0000
5974.163,512,0.035326,1.0000
5984.872,512,0.029755,1.0000
5995.488,512,0.033713,1.0000
6006.265,512,0.029610,1.0000
6016.896,512,0.034609,1.0000
6027.519,512,0.029359,1.0000
6038.184,512,0.035285,1.0000
6048.867,512,0.031566,1.0000
6059.576,512,0.037626,1.0000
6070.217,512,0.026059,1.0000
6080.909,512,0.035592,1.0000
6091.562,512,0.031326,1.0000
6102.192,512,0.037552,1.0000
6112.874,512,0.032126,1.0000
6123.557,512,0.037245,1.0000
6134.202,512,0.031144,1.0000
6144.857,512,0.035640,1.0000
6155.551,512,0.029936,1.0000
6166.192,512,0.029902,1.0000
6176.819,512,0.034059,1.0000
6187.538,512,0.030748,1.0000
6198.198,512,0.030272,1.0000
6208.858,512,0.032222,1.0000
6219.573,512,0.029397,1.0000
6230.217,512,0.030953,1.0000
6240.877,512,0.031752,1.0000
6251.542,512,0.024397,1.0000
6262.198,512,0.032166,1.0000
6272.853,512,0.024666,1.0000
6283.520,512,0.032951,1.0000
6294.160,512,0.021557,1.0000
6304.886,512,0.031718,1.0000
6315.495,512,0.023431,1.0000
6326.195,512,0.028473,1.0000
6336.852,512,0.024053,1.0000
6347.531,512,0.026103,1.0000
6358.191,512,0.021422,1.0000
6368.868,512,0.029451,1.0000
6379.539,512,0.023168,1.0000
6390.185,512,0.026810,1.0000
6400.833,512,0.023676,1.0000
6411.515,512,0.025775,1.0000
6422.185,512,0.019686,1.0000
6432.866,512,0.025826,1.0000
6443.476,512,0.025943,1.0000
6454.182,512,0.023394,1.0000
6464.837,512,0.029869,1.0000
6475.567,512,0.023164,1.0000
6486.230,512,0.027358,1.0000
6496.831,512,0.023337,1.0000
6507.537,512,0.026579,1.0000
6518.194,512,0.020786,1.0000
6528.815,512,0.027530,1.0000
6539.505,512,0.020698,1.0000
6550.138,512,0.028982,1.0000
6560.858,512,0.021843,1.0000
6571.483,512,0.026136,1.0000
6582.183,512,0.020364,1.0000
6592.816,512,0.024941,1.0000
6603.514,512,0.020491,1.0000
6614.151,512,0.022701,1.0000
6624.875,512,0.023321,1.0000
6635.520,512,0.022670,1.0000
6646.175,512,0.023361,1.0000
6656.859,512,0.023179,1.0000
6667.564,512,0.018575,1.0000
6678.164,512,0.022387,1.0000
6688.859,512,0.019053,1.0000
6699.525,512,0.021260,1.0000
6710.198,512,0.021517,1.0000
6720.846,512,0.021899,1.0000
6731.502,512,0.022510,1.0000
6742.216,512,0.022700,1.0000
6752.821,512,0.020588,1.0000
6763.502,512,0.021566,1.0000
6774.197,512,0.020365,1.0000
6784.819,512,0.019623,1.0000
6795.512,512,0.022048,1.0000
6806.167,512,0.020077,1.0000
6816.852,512,0.024599,1.0000
6827.512,512,0.020877,1.0000
6838.196,512,0.022540,1.0000
6848.840,512,0.018811,1.0000
6859.462,512,0.021480,1.0000
6870.178,512,0.019323,1.0000
6880.800,512,0.017559,1.0000
6891.522,512,0.021065,1.0000
6902.167,512,0.019092,1.0000
6912.819,512,0.018371,1.0000
6923.496,512,0.021125,1.0000
6934.171,512,0.015672,1.0000
6944.854,512,0.020623,1.0000
6955.543,512,0.017201,1.0000
6966.203,512,0.017492,1.0000
6976.827,512,0.019122,1.0000
6987.489,512,0.015767,1.0000
6998.143,512,0.019728,1.0000
7008.867,512,0.015998,1.0000
7019.511,512,0.019980,1.0000
7030.166,512,0.015267,1.0000
7040.841,512,0.018780,1.0000
7051.471,512,0.012333,1.0000
7062.149,512,0.017709,1.0000
7072.833,512,0.012764,1.0000
7083.514,512,0.016124,1.0000
7094.180,512,0.017682,1.0000
7104.831,512,0.014251,1.0000
7115.508,512,0.018561,1.0000
7126.139,512,0.014713,1.0000
7136.931,512,0.014938,1.0000
7147.458,512,0.016715,1.0000
7158.163,512,0.012252,1.0000
7168.811,512,0.017724,1.0000
7179.461,512,0.013331,1.0000
7190.131,512,0.016856,1.0000
7200.843,512,0.014275,1.0000
7211.534,512,0.015111,1.0000
7222.197,512,0.014408,1.0000
7232.806,512,0.013079,1.0000
7243.495,512,0.016374,1.0000
7254.174,512,0.010375,1.0000
7264.791,512,0.015616,1.0000
7275.587,512,0.010457,1.0000
7286.212,512,0.014819,1.0000
7296.829,512,0.012628,1.0000
7307.523,512,0.013772,1.0000
7318.142,512,0.014084,1.0000
7328.847,512,0.013030,1.0000
7339.582,512,0.013680,1.0000
7350.261,512,0.012612,1.0000
7360.837,512,0.013763,1.0000
7371.567,512,0.012594,1.0000
7382.140,512,0.012165,1.0000
7392.800,512,0.013322,1.0000
7403.541,512,0.009332,1.0000
7414.175,512,0.011468,1.0000
7424.820,512,0.009332,1.0000
7435.452,512,0.009208,1.0000
7446.130,512,0.009237,1.0000
7456.830,512,0.009558,1.0000
7467.499,512,0.009259,1.0000
7478.131,512,0.008595,1.0000
7488.916,512,0.010363,1.0000
7499.480,512,0.008030,1.0000
7510.120,512,0.011074,1.0000
7520.795,512,0.008041,1.0000
7531.495,512,0.011355,1.0000
7542.164,512,0.008212,1.0000
7552.843,512,0.009952,1.0000
7563.501,512,0.008646,1.0000
7574.164,512,0.008208,1.0000
7584.839,512,0.008168,1.0000
7595.508,512,0.008913,1.0000
7606.237,512,0.008619,1.0000
7616.844,512,0.010199,1.0000
7627.483,512,0.010119,1.0000
7638.137,512,0.010841,1.0000
7648.767,512,0.009519,1.0000
7659.494,512,0.009752,1.0000
7670.167,512,0.008357,1.0000
7680.788,512,0.009034,1.0000
7691.545,512,0.008988,1.0000
7702.126,512,0.008043,1.0000
7712.771,512,0.009558,1.0000
7723.496,512,0.007709,1.0000
7734.124,512,0.010002,1.0000
7744.824,512,0.007031,1.0000
7755.488,512,0.009190,1.0000
7766.177,512,0.006197,1.0000
7776.775,512,0.008137,1.0000
